C1400|Hallmark Cards
|RANDY CROW FOR PRESIDENT                          
|CAMPAIGN TO ELECT LARRY K REED UNITED STATES VICE 
Y0000|Second District PAC
T1600|Airports Council Intl/North America
J2100|Carolyn's PAC
F3200|Wellmark Inc
J2100|PAC for a Change
|DISTRICT 2A TTWISEU VOLUNTARY POLITICAL ACTION FUN
K1000|Dykema Gossett
C4100|XO Communications
|S. C. JOHNSON & SON
|LEADERSHIP FOR AMERICA'S FUTURE PAC (LEAD PAC)    
|HEART PAC                                         
C6400|eBay Inc
|STENBERG FOR SENATE 2000
F1300|Coastal Federal Credit Union
E1160|HollyFrontier Corp
|BAUER FOR PRESIDENT 2000 INC.                     
Z5100|Republican Party of Dallas County
LB100|Laborers Union/Midwest Region
H1700|American Academy of Audiology
C5000|American Science & Engineering Inc
|JOHNSON CONTROLS INC. FEDERAL PAC                 
H1130|American Assn of Orthopaedic Surgeons
Z1100|Culberson for Congress
F3400|Secura Insurance
F4100|Westfield Corp
H1130|American College of Radiology
Z1100|Todd Akin for Senate
|MAINSTREAM PAC                                    
B3000|Mechanical Contractors Assn of America
B5000|Peckham Industries
G5200|Maximus Inc
F3100|GEICO Corp
J2400|Securing America's Future PAC
Z1200|Schiff for Congress
J2200|Next Century Fund
F5000|Association for Financial Professionals
Z1200|Bill Nelson for US Senate
J2100|PAC to the Future
LG400|Intl Alliance Theatrical Stage Employees
J2200|Restore America PAC
J2200|Victory PAC
Z1200|Comite Jose Hernandez-mayoral   Comisionado Reside
Z1200|Stabenow for US Senate
LG300|Service Employees Intl Union 1199 32BJ
J2200|Rely on Your Beliefs
H3100|Res-Care Inc
Z1200|Susan Davis for Congress
Z1200|Langevin for Congress
|CANNON FOR CONGRESS                               
Z1200|Matheson for Congress
|Gibson
C4000|CompTel
J2300|All America PAC
T6200|San Francisco Bar Pilots
A1400|US Apple Assn
|PEOPLE FOR SENN                                   
|UNITED IN FREEDOM                                 
J2200|Common Sense Common Solutions
J2100|Leading Orange County PAC
J5100|Republican Jewish Coalition
|HEXCEL CORPORATION POLITICAL ACTION COMMITTEE     
|MIDNIGHT SUN POLITICAL ACTION COMMITTEE           
L1500|National Postal Mail Handlers Union
F4100|General Growth Properties
J7500|Indochinese American PAC
|CORIZON HEALTH
Z1200|Citizens to Elect Rick Larsen
C5130|Unisys Corp
G2400|Pennsylvania Food Merchants Assn
J2200|Secure America's Majority PAC
C1100|Reed Elsevier Inc
H1400|American Dental Hygienists Assn
J7400|Women Under Forty PAC
J1100|Kansas Republican Victory Fund
J7500|80-20 National Asian American PAC
Z1200|Clay Jr for Congress
T2200|Delphi Automotive
|KEYES 2000 INC                                    
J5400|Arab American PAC
H3900|Premier Inc
Z1200|Solis for Congress
Z1200|Friends of Schumer
H2200|Golden Living
B5100|Oldcastle Materials
E1320|Westinghouse Electric
L1400|Associated Highway Patrolmen of Arizona
H1700|California Assn of Marriage/Fam Therapy
J7150|Republican Majority for Choice
F4300|First American Financial Corp
|DEBORAH FOR CONGRESS                              
|COLYER FOR CONGRESS                               
|EXTRATERRESTRIAL PHENOMENA POLITICAL ACTION COMMIT
J2100|Prairie PAC
Z1100|Jeff Flake for US Senate
Z1200|Friends of Chris Dodd
C4000|Level 3 Communications
J2100|Cactus PAC
Z1100|Dave Camp for Congress
Z1100|Tiberi for Congress
Z1200|Friends of Tom Byrne
|NATIONAL ASSOCIATION OF PORTABLE X-RAY PROVIDERS P
H2100|LifePoint Hospitals
G2700|Coca-Cola Bottling Co United
|7TH CONGRESSIONAL DISTRICT DEMOCRATIC PARTY COMMIT
F1100|First Commonwealth Financial
A3200|Texas Sheep & Goat Raisers Assn
|INTERNATIONAL TRADEMARK ASSOCIATION POLITICAL ACTI
|MEGAPATH CORPORATION POLITICAL ACTION COMMITTEE   
L5000|Association of Civilian Technicians
E1210|Alpha Natural Resources
|1199 SERVICE EMPLOYEES INT'L UNION FEDERAL POLITIC
J2100|Impact
F5200|National Assn of Bankruptcy Trustees
|KEATING MUETHING & KLEKAMP PAC II                 
F3100|ACE INA
Z1200|Carper for Senate
H1130|National Assn of Spine Specialists
J2100|New Millennium PAC
|REFORM PARTY 2000 CONVENTION COMMITTEE            
T2310|Gulf States Toyota
Z1200|Friends of Maria
|TECHSERVE ALLIANCE PAC                            
|FLORIDA PBA INC FRIENDS OF LAW ENFORCEMENT        
A2000|California Dairies Inc
|Beztak Companies
F1300|Ohio Credit Union League
M1000|OMNOVA Solutions Inc
C5130|Convergys Corp
M5000|RTI International Metals
J2200|Middle Ground PAC
J2200|Continuing a Majority Party Action Cmte
Z1100|Issa for Congress
F2300|Goldman Sachs
Z1100|Kirk for Senate
C5130|Acxiom Corp
LB100|Plumbers/Pipefitters Union Local 455
A5200|Resolute Forest Products
J1300|Liberty Congressional PAC
Z5300|Working Families Party/New York Cmte
H1700|Academy of Doctors of Audiology
J7500|Asian American Action Fund
J2100|Progress PAC
H1130|American Interventional Pain Physicians
|KCG HOLDINGS
Z1100|Pearce for Senate
K1000|Sidley Austin LLP
Z1200|Mike Honda for Congress
|Calfee
|VETERANS POLITICAL ACTION COMMITTEE               
F1100|BOK Financial
J1200|West Hollywood Democratic Club
|GREAT RIVER ENERGY ACTION TEAM (GREAT)            
Z1100|Crenshaw for Congress
H3700|American Assn of Preferred Providers Org
J1200|National Federation of Democratic Women
F3200|Texas Assn of Health Underwriters
J1100|FreedomWorks
C5100|Association for Competitive Technology
M1100|American Pyrotechnics Assn
C5000|Siemens Corp
J2100|Glacier PAC
LB100|Plumbers/Pipefitters Union Local 773
C5120|CGI Technologies & Solutions
F3100|American Family Mutual Insurance
Z5200|Macomb County Democratic Cmte
Z1100|Roger Thoney for Congress
E5000|American Water
H1130|Gastrointestinal PAC (GIPAC)
J6200|Grass Roots NC/Forum for Firearms Educ
LT500|International Longshoremens Assn 1291
Z1200|McCollum for Congress
L1400|Ventura County Deputy Sheriff's Assn
E1120|Devon Energy
|CITIZENS UTILITIES COMPANY POLITICAL ACTION COMMIT
LG300|Service Employees Intl Union Local 32BJ
|HILLSDALE COUNTY DEMOCRATIC PARTY                 
J7500|National Italian American PAC
Z1100|Cantor for Congress
H4500|Biotechnology Industry Organization
|FREE ACADEMIC INQUIRY AND RESEARCH COMMITTEE      
E1320|Centrus Energy
Z1300|Robinson Cmte
J1100|21st Century Leadership PAC
L1200|Council of School Supervisors & Admins
C4100|tw telecom
A1500|Texas Wheat Producers Assn
|Watanabe
H1400|Ohio Society Oral & Maxillofacial Surg
|E*TRADE FINANCIAL CORPORATION PAC                 
J2200|Ohio USA PAC
J6200|Dallas Safari Club
LG500|Amalgamated Lithographers Local 1
H3100|American Assn for Homecare
F4500|Fire Island Pines Property Owner's Assn
D2000|Teledyne Technologies
Z1100|Committee to Elect Leyva for US Congress
E5000|California Water Service Group
|ALABAMA AIRCRAFT INDUSTRIES INC PAC               
H4100|Boston Scientific Corp
L1400|Louisiana Sheriff's Assn
J7120|National Pro-Life Alliance
JE300|Montana Conservation Voters
G2850|Heineken USA
E1160|Tesoro Corp
K1200|Balch & Bingham
F4100|Singh PAC
|THE BRICKMAN GROUP LTD. LLC POLITICAL ACTION COMMI
F4100|American Resort Development Assn
H1710|American College of Nurse-Midwives
Z1200|Friends of Hillary
H1710|American Academy of Nurse Practitioners
Z1200|Steve Israel for Congress
J7500|LA 80-20 PAC
|MARYLAND GREEN PARTY                              
Z1100|Sam Graves for Congress
G2300|Smithfield Foods
|C. R. BARD INC. ACTIVE CITIZENSHIP COMMITTEE      
|COMMITTEE FOR COMMON SENSE IN GOVERNMENT          
T4200|National Limousine Assn
B3000|American Subcontractors Assn
H1130|American Academy of Dermatology Assn
K2000|BGR Group
PB|Olsson
A2000|Southeast Milk
JD100|National Defense PAC
G6500|National Thoroughbred Racing Assn
F1300|Philadelphia Federal Credit Union
|GREEN PARTY OF CALIFORNIA                         
C6400|Amazon.com
|THE SCHWAN FOOD COMPANY POLITICAL ACTION COMMITTEE
J2100|Solidarity PAC
K1000|Hinman Straub
F1300|Security Service Federal Credit Union
LT100|Southwest Airlines Pilots Assn
G2910|Sodexo Inc
|INSURANCE SERVICES OFFICE INC PAC                 
Z5200|Minnesota DFL House Caucus
B1000|Florida Transportation Builders Assn
J2100|Southern California Fund
Z5100|8th Congressional Dist Repub Party/MN
Z5300|Green Party of Washington State
G2810|Wayne Densch Inc
|INTUIT INC. 21ST CENTURY LEADERSHIP FUND          
C4300|T-Mobile USA
LB100|Carpenters Union Local 1024
D2000|Triumph Group
J2200|21st Century Majority Fund
G5100|Indoor Tanning Assn
|FAMILY-PAC FEDERAL                                
|O'NEILL AND ASSOCIATES PAC                        
J2100|Committee for Southwest Virginia
H1700|American Soc of Radiologic Technologists
|Jobs
|DYNAMICS RESEARCH CORPORATION POLITICAL ACTION COM
X3500|Commonwealth Assn of School Administrators
A1600|California Rice Industry Assn
|SWING STATES FOR A CONSERVATIVE WHITE HOUSE PAC IN
E1630|Calpine Corp
C5110|Cisco Systems
A6000|Maryland & Virginia Milk Producers Co-op
|MAXXAM INC. FEDERAL PAC                           
H4100|Welch Allyn Inc
G4200|Electronic Retailing Assn
J2100|Jerry's PAC
|AVAYA INCORPORATED POLITICAL ACTION COMMITTEE     
|FRIENDS FOR A DEMOCRATIC WHITE HOUSE PAC INC      
J2100|First State PAC
J2200|Tallatchee Creek Inc
J2200|PETE PAC
|HILLENBRAND INC. POLITICAL ACTION COMMITTEE       
E4100|Recreational Fishing Alliance
J2400|Big Sky Freedom PAC
|HUNTSMAN L.L.C. PAC (HUNTSMAN PAC)                
G5250|TrueBlue Inc
E1620|Entergy Corp
A4100|Syngenta Corp
F4200|Texas Assn of Realtors
|ARTS PAC                                          
|LAROUCHE IN 2004                                  
C4500|American Cable Assn
K1000|Duane Morris LLP
H1130|American Congress of Obstetricians & Gynecologists
J2400|Together for Our Majority
Z5200|Democratic Party of Saginaw County
|ECONOMIC LIBERTY PAC
F4300|Fidelity National Financial
T6200|Ingram Barge Co
F1100|Bank of America
D9000|Camber Corp
Z1100|Bill Shuster for Congress
F2100|Q Funding
Z1200|Committee to Elect Lincoln Davis
T6250|Princess Cruises & Tours
H4400|Express Scripts
J7500|Los Angeles African American Women PAC
F1400|Visa USA
|THE SCOTTS MIRACLE-GRO COMPANY STEWARDSHIP PAC    
J2100|M-PAC
L1400|Intl Assn of Fire Fighters Local 42
J2200|Mary's PAC
E1700|Babcock & Wilcox
JH100|RWJ Fund for Health Care Excellence
J7500|Committee for Hispanic Causes-BOLD PAC
J2400|KPAC                                              
Z1100|Candice Miller for Congress
D2000|Rockwell Collins Inc
Z1100|Forbes for Congress
Z1100|McCotter Congressional Cmte
H1400|American Academy of Pediatric Dentistry
H2200|Alabama Nursing Home Assn
|NASDAQ OMX GROUP
L1100|Federal Aviation Admin Managers Assn
Z1200|Van Hollen for Congress
J2100|Leadership in the New Century
J2400|Mike PAC
E1150|FMC Technologies
|LARSON DESIGN GROUP PAC                           
Z1200|Mark Pryor for US Senate
J2100|Nebraska Leadership PAC
G7000|Corrections Corp of America
|MESA AIR GROUP INC POLITICAL ACTION COMMITTEE     
T6000|American Shipping Alliance
E1630|NRG Energy
Z1100|Jim Hendren for Congress
F1100|Star Financial Bank
J2100|Committee for Leadership & Progress
|HERO'S FUND                                       
Z1100|Jeff Miller for Congress
J2200|Buckeye Liberty PAC
G1100|Detroit Regional Chamber of Commerce
Z1200|Stephen F Lynch for Congress
F1100|Alabama Bankers Assn
Z1100|Committee to Re-Elect Trent Franks to Congress
G6550|National Indian Gaming Assn
|CAPITAL PAC OF INDIANA (CAPPAC OF INDIANA)        
|BATTLES FOR CONGRESS                              
C5120|SAP America
|IDT CORPORATION PAC ('IDT PAC')                   
F3200|American Enterprise Mutual Holding Co
Z1100|Brown-Waite for Congress
Z1200|Michaud for Congress
|LINCOLN CLUB OF SOUTHWEST RIVERSIDE COUNTY PAC    
|JEFF BALLENGER FOR CONGRESS                       
Z1100|Mike Rogers for Congress
|Shook
F2100|OppenheimerFunds
D3000|Sierra Nevada Corp
F4200|Minnesota Assn of Realtors
G6400|Major League Baseball Commissioner's Ofc
Z5200|Democratic Party of Wisconsin/7th Dist
J7150|Washington Women for Choice
H1130|American Assn/Clinical Endocrinologists
LB100|Plumbers/Pipefitters Union Local 22
J2200|Senate Majority Fund
Z1100|Joe Wilson for Congress
J2200|Advance The Majority PAC
|CORONADO FOR CONGRESS                             
J2200|Responsibility & Freedom Work PAC
H4100|Steris Corp
B4000|Volkert Inc
|AMERICANS FOR THE PRESERVATION OF AMERICAN CULTURE
K2000|Winning Strategies Washington
Z5200|Mark Twain Democratic Club
Z1100|Texans for Senator John Cornyn
K2000|Van Scoyoc Assoc
G2900|Wendy's Co
Z1100|Elizabeth Dole Cmte
Z5100|Republican Party of Bexar County
Z1200|Dan Blue Senate Cmte
|
|NAAA-ADC INC POLITICAL ACTION COMMITTEE           
K1000|Venable LLP
Z1200|Committee to Elect Madeleine Z Bordallo
C5100|Dell Inc
Z1200|David Scott for Congress
F3300|Amalgamated Life Insurance Co
F4000|Real Estate Services Providers Council
J1200|Democracy for America
F1410|NelNet Inc
D2000|Analytical Graphics Inc
|TEAM SUNUNU                                       
Z1100|Devin Nunes Campaign Cmte
F2110|Charles Schwab & Co
J2100|Committee for a Democratic Future
F2000|Financial Planning Assn
JH100|American Health Quality Assn
Z5300|Green Party of the United States
|JOE TURNHAM FOR CONGRESS                          
M1500|Cooper Tire & Rubber
H1710|Penn Assn of Staff Nurses & Allied Profs
F1400|World Acceptance Corp
C4400|DigitalGlobe
H4300|Purdue Pharma
Z1100|Friends of Jeb Hensarling
|Drinker
Z1100|Gingrey for Senate
|RICK RENZI FOR CONGRESS                           
Z1200|Friends of Margaret Workman
|JEB BRADLEY FOR CONGRESS COMMITTEE                
E1700|Caithness Energy
|INTERACTIVE CORP POLITICAL ACTION COMMITTEE AKA IA
Z1100|John Carter for Congress
M4000|Unaka Co
Z1200|John Arthur Smith for Congress
Z1200|Texans for Henry Cuellar
A5000|American Forest Resource Council
G2500|Alex Lee Inc
J1200|Maine People's Alliance
M2300|Florida Turbine Technologies
T1500|National Air Carrier Assn
|TAIWANESE AMERICAN ACTION COUNCIL - PAC           
A1500|Iowa Corn Growers Assn
T2200|Bridgestone Americas
Z1100|Jim Gerlach for Congress
Z1100|Tim Murphy for Congress
|HAEMONETICS CORPORATION POLITICAL ACTION COMMITTEE
H3300|Vision Council of America
Z1100|Michael Burgess for Congress
|JAMES HART FOR CONGRESS                           
J9000|PeopleForBikes
C5120|Radiance Technologies
Z1100|Citizens for Turner
LB100|Sheet Metal Workers Union Local 137
|
T3100|Penske Truck Leasing
Z5200|First District Congressional Democratic Iowa
LB100|Bricklayers Union Local 3
Z1200|Tim Ryan for Congress
Z1100|King for Congress
H1110|American Psychiatric Assn
C5130|Entrust Inc
|GROUP 1 AUTOMOTIVE INC PAC                        
T0000|Global Business Travel Assn
Z1200|A Whole Lot of People for Grijalva
H4100|Smith & Nephew
Z1100|Rob Bishop for Congress
A1600|National Peanut Buying Points Assn
Z5200|Fourth District Democratic Central Cmte
T6100|Shipbuilders Council of America
L1100|American Foreign Service Assn
F1100|Utah Bankers Assn
B4000|AECOM US
|CLATWORTHY FOR U S SENATE                         
Z1300|Jan Schneider for Congress
C5000|Consumer Electronics Assn
A3500|California Thoroughbred Breeders Assn
Z5200|Alameda County Democratic Central Cmte
H1100|American College of Cardiology
J2200|ANDER PAC
|THOUSANDS OF SOUTH DAKOTANS FOR BILL JANKLOW FOR C
J2100|Moving America Forward
J7300|National Stonewall Democrats
E1000|GDF Suez Energy North America
J2100|Great Lakes PAC
Z1200|Tim Bishop for Congress
|
|NEW VISION AMERICA FUND                           
E3000|US Ecology
|ASSOCIATION OF MEDICAL DEVICE REPROCESSORS PAC    
|ASSOCIATION OF MASSACHUSETTS REPUBLICAN TOWN AND C
LB100|Florida Building & Const Trades Council
J1110|Concerned Women for America
|BUTZEL LONG FEDERAL POLITICAL ACTION COMMITTEE    
|TRANSCORE HOLDINGS INC FEDERAL PAC                
Z1100|Lou Barletta for Congress
J2200|Help America's Leaders
Z1100|Mario Diaz-Balart for Congress
|
|LEADERSHIP FOR AMERICA'S CHILDREN AND FAMILIES    
A1500|National Corn Growers Assn
F3400|Travelers Companies
|BECTON
A1500|Illinois Corn Growers Assn
Z1200|Cooper for Congress
Z1200|Dutch Ruppersberger for Congress
J2200|Speak Up America PAC
|MARK NORRIS FOR CONGRESS                          
F3100|Westfield Group
Z1100|Marsha Blackburn for Congress
Z5300|America First National Cmte
C4100|AT&T Ohio
J1100|Sacramento Valley Lincoln Club
J2100|Build America PAC
J7400|Feminist Majority Foundation
|NATIONAL BISON ASSOCIATION PAC                    
|Albemarle Corp
J9000|USA Farm Worker PAC
|COMMITTEE FOR A SENSIBLE SOUTHERN PINES ABERDEEN P
J2200|Prosperity Action
E1600|Florida Municipal Electric Assn
|COMMITTEE TO ELECT CATHY RINEHART                 
M2300|Cummins Inc
|II-VI INCORPORATED PAC                            
|MINERALS TECHNOLOGIES INC. POLITICAL ACTION COMMIT
A1600|Producers Rice Mill Inc
Z1200|Dean for America
F3100|Fiserv Inc
|SUN POLITICAL ACTION COMMITTEE (SUNPAC)           
J2100|Virginia Leadership PAC
G4300|Beall's Inc
J2100|Victory in November Election PAC
B4000|M-E Companies
|REO PAC - OHIO RETIRED TEACHERS ASSOCIATION       
T6200|Smoke Bend Assoc
M1000|National Assn of Chemical Distributors
L1000|Public Employees Union Local 1
F1400|CIT Group
J2200|Hawkeye PAC
F3200|Blue Cross/Blue Shield of Pennsylvania
M2100|Nucor Corp
F1100|Amalgamated Bank
Z1200|Kendrick Meek for Congress
Z1100|Cole for Congress
F5200|Experian
M2300|EnPro Industries
J1200|Central Contra Costa United Dem Cmte
Z1100|Oklahomans for Nuttle
|FRIENDS OF SNOWMOBILING PAC                       
|TERRELL FOR SENATE                                
D9000|Emergent BioSolutions
Z5200|Minnesota Senate Majority Caucus
G2820|Pernod Ricard
C6300|Yahoo! Inc
F2100|FMR Corp
|PASADENA AREA UNITED DEMOCRATIC HEADQUARTERS      
J2100|Individuals Dedicated to Ethics & Science
D2000|Dynetics Inc
H4500|Massachusetts Biotechnology Council
F1000|WSFS Financial
|INDIA-US POLITICAL ACTION COMMITTEE INDIAPAC      
|FRIENDS OF SBDCS PAC                              
Z5100|7th Congressional Dist Repub Party of MN
G5290|Securitas Security Services USA
M1600|American Coatings Assn
A6500|West Virginia Farm Bureau
C5110|Semiconductor Equipment & Materials Intl
E1600|Portland General Electric
E1210|Ohio Coal Assn
J2200|13th Colony Leadership Cmte
H1130|Society For Vascular Surgery Political Action Comm
J1200|Democratic Advancement PAC
J5100|Because I Care PAC
G5400|National Funeral Directors Morticians Assn
|WORDSWORTH ACADEMY PAC                            
J2100|Keystone Fund
|USINPAC                                           
